0.0,2213.5,236.1,860.7,1741.2,1942.3,369.3,337.5,2605.4,2338.4,955.0,1232.3,2448.8,2463.9,2469.5,2153.9,109.2,1533.1,2305.8,1974.7,2396.2,2338.0,1376.4,2323.9,589.9,2234.4,834.6,1239.2,1667.1,1793.5,2120.5,308.0,1747.0,373.1,1243.5,2233.5,337.3,36.1,1588.7,1360.6,1208.3,1387.1,2325.6,1810.0,2048.3,2131.3,2282.9,1990.9,1895.8,2148.3,1752.6,2521.1,18.1,46.9,1328.0,675.8,2212.8,450.6,391.2,1615.4,2200.8,2299.6,675.1,1184.5,2586.8,1870.4,946.1,109.3,1838.5,17.0,2209.7,2366.0,713.0,2462.3,1811.4,1443.9,1280.1,2147.0,2146.7,2266.8,2345.7,390.9,2211.0,1684.0,2052.4,2166.8,1945.0,1490.6,1833.8,2167.8,2636.5,2471.3,2504.2,2581.7,902.8,2252.2,1920.5,1200.3,832.2,209.2
2213.5,0.0,2035.7,1544.9,1006.7,404.3,1845.3,2441.5,1122.2,177.7,2550.5,983.3,938.8,951.3,945.3,80.9,2144.7,1311.4,760.6,959.2,862.8,192.6,852.5,788.5,1928.3,133.6,2531.0,992.3,550.2,617.0,469.3,2416.2,991.3,2403.8,972.0,535.3,2433.4,2182.7,882.3,1072.5,1039.1,847.6,141.7,830.1,897.5,835.6,759.3,804.4,758.5,144.5,1068.1,1051.5,2210.7,2167.3,1211.0,1550.4,1012.9,1780.6,2312.5,683.7,317.9,668.2,2191.7,1067.9,1074.1,1025.8,2343.4,2104.5,720.0,2198.9,24.4,655.7,1512.9,1074.4,479.2,1141.5,1004.6,255.6,91.3,1034.9,1054.9,1824.3,112.3,1110.2,450.0,104.3,533.6,775.3,380.7,535.8,1215.3,973.0,972.5,1143.1,2015.5,389.1,809.8,1127.9,1518.6,2292.4
236.1,2035.7,0.0,627.2,1511.0,1742.8,255.3,413.1,2375.3,2169.9,866.9,1053.1,2222.0,2236.9,2242.7,1980.6,258.7,1297.3,2083.8,1744.8,2171.3,2171.2,1219.6,2100.9,367.8,2066.9,762.8,1088.1,1497.2,1583.8,1911.7,385.5,1517.3,396.9,1064.4,2021.2,406.6,226.5,1368.2,1136.8,1067.2,1233.2,2154.1,1586.3,1820.3,1905.5,2060.7,1766.4,1674.2,1960.9,1520.5,2291.8,222.9,196.8,1096.7,485.4,1981.8,364.9,345.3,1412.9,2000.8,2081.5,520.2,984.2,2357.8,1638.8,806.6,173.4,1620.1,230.8,2030.1,2149.3,582.8,2231.7,1614.4,1213.0,1073.2,1951.4,1973.9,2035.6,2114.6,275.9,2042.1,1451.1,1845.7,1996.5,1735.4,1291.6,1655.0,1955.2,2404.5,2243.7,2277.0,2350.8,701.5,2048.1,1696.3,984.0,603.0,258.3
860.7,1544.9,627.2,0.0,886.1,1197.1,601.8,964.9,1749.6,1702.0,1022.2,641.3,1600.9,1615.4,1621.6,1505.3,852.1,678.8,1472.1,1119.9,1553.7,1708.0,862.2,1487.3,390.0,1605.6,989.3,776.0,1061.4,1011.3,1334.8,945.9,893.1,907.1,650.8,1433.2,954.9,844.9,767.7,531.5,795.3,883.5,1677.8,974.1,1198.0,1286.8,1448.8,1151.2,1066.5,1444.6,893.5,1667.1,848.9,817.6,471.1,349.6,1355.6,639.2,802.1,870.8,1446.6,1478.4,647.6,494.8,1733.3,1012.3,834.5,774.7,1021.3,853.0,1534.1,1549.1,564.6,1605.6,1081.2,587.8,540.6,1411.3,1500.8,1409.1,1488.1,595.5,1577.4,823.9,1275.8,1529.7,1159.7,769.7,1178.3,1367.4,1777.5,1621.3,1655.3,1724.4,524.0,1481.6,1082.1,418.8,73.0,841.8
1741.2,1006.7,1511.0,886.1,0.0,606.7,1437.5,1841.7,864.4,1184.0,1716.1,802.0,717.3,731.4,738.1,1013.6,1720.0,333.7,610.6,233.9,676.3,1199.3,926.2,620.1,1246.6,1122.5,1734.7,978.4,838.4,409.8,599.4,1825.0,15.4,1777.0,798.5,645.7,1831.4,1722.4,258.1,402.0,1042.3,946.1,1145.6,177.5,314.8,411.5,587.4,295.0,264.3,865.2,66.9,781.1,1730.5,1696.6,415.0,1115.9,472.0,1435.0,1667.2,492.1,760.6,641.0,1433.5,692.4,847.2,136.5,1493.9,1648.5,286.7,1732.2,985.6,715.6,1235.0,721.1,584.8,298.3,585.0,773.9,1015.4,526.4,605.2,1424.5,1092.9,108.4,577.8,1051.9,475.1,552.7,795.9,589.4,897.5,736.3,770.8,840.8,1182.7,753.3,239.9,587.0,909.0,1726.2
1942.3,404.3,1742.8,1197.1,606.7,0.0,1583.9,2134.2,945.5,581.9,2177.9,729.8,745.2,761.1,759.4,407.0,1887.5,907.0,546.9,595.4,665.9,595.9,688.2,576.3,1586.7,515.9,2168.1,811.5,424.8,214.0,226.5,2111.2,591.5,2087.7,719.6,355.6,2125.3,1914.6,484.1,691.8,872.8,694.8,545.6,432.6,555.4,526.9,533.8,447.6,374.2,270.0,670.1,858.9,1936.8,1895.4,820.9,1266.6,712.8,1537.7,1989.2,331.1,258.5,480.4,1834.8,759.1,903.1,641.4,1965.4,1835.7,321.9,1929.1,385.0,515.6,1279.7,852.6,133.9,743.0,672.5,214.2,408.9,749.8,793.9,1564.8,486.3,708.1,153.2,445.4,152.2,451.8,271.7,306.1,1026.3,780.1,794.5,951.4,1638.1,316.3,433.1,780.2,1182.2,1992.8
369.3,1845.3,255.3,601.8,1437.5,1583.9,0.0,650.0,2295.2,1969.1,1107.2,866.1,2128.4,2144.1,2148.8,1785.0,303.6,1274.9,1974.5,1667.7,2070.9,1968.7,1007.2,1994.4,508.1,1865.1,1009.8,870.5,1298.0,1445.5,1769.9,620.5,1441.4,646.2,877.2,1886.8,645.1,337.6,1259.4,1042.0,841.4,1018.2,1956.5,1485.6,1734.1,1810.1,1952.1,1667.0,1565.9,1782.8,1458.1,2208.2,368.1,323.9,1036.2,327.9,1908.1,110.5,600.6,1261.0,1842.2,1961.1,735.8,831.7,2272.8,1571.5,1021.4,260.0,1503.0,354.2,1841.9,2024.9,346.5,2154.6,1451.7,1147.8,933.2,1785.5,1777.7,1962.8,2041.0,22.4,1841.8,1394.2,1700.0,1797.6,1596.0,1134.1,1466.1,1821.6,2334.2,2153.2,2184.5,2275.0,854.0,1896.7,1596.4,868.7,551.2,492.8
337.5,2441.5,413.1,964.9,1841.7,2134.2,650.0,0.0,2697.5,2579.2,679.2,1461.4,2559.1,2573.1,2579.8,2388.4,446.7,1585.4,2436.4,2073.7,2515.2,2581.0,1632.5,2450.9,597.7,2476.7,550.8,1501.2,1907.3,1963.9,2291.0,30.2,1850.1,85.7,1472.8,2394.3,11.0,371.7,1731.1,1495.2,1479.8,1646.2,2562.3,1938.7,2156.1,2248.3,2413.0,2114.8,2031.3,2361.5,1840.7,2618.5,326.0,363.4,1429.6,894.3,2303.4,750.8,191.6,1803.2,2390.3,2443.2,522.1,1380.4,2685.0,1960.9,733.1,420.4,1984.9,353.6,2435.0,2513.5,991.6,2552.8,2008.8,1545.4,1461.8,2345.6,2382.1,2355.3,2433.8,672.2,2451.4,1768.1,2228.2,2405.5,2114.7,1686.1,2061.2,2328.3,2716.5,2577.7,2612.4,2669.0,806.6,2432.8,2046.1,1360.7,961.5,157.4
2605.4,1122.2,2375.3,1749.6,864.4,945.5,2295.2,2697.5,0.0,1239.2,2488.9,1559.2,200.3,184.4,186.5,1185.9,2582.4,1121.1,398.6,630.7,279.7,1260.3,1595.5,369.1,2100.0,1251.0,2530.4,1696.2,1366.7,940.9,727.4,2682.3,858.4,2629.4,1551.9,611.7,2687.0,2586.4,1044.3,1253.2,1762.0,1607.4,1198.9,816.3,561.3,495.0,412.3,638.8,750.4,1010.8,857.8,90.8,2594.8,2560.7,1278.8,1969.7,394.5,2284.2,2518.1,1137.7,818.8,473.7,2259.2,1502.1,48.6,738.0,2267.5,2512.0,827.4,2596.3,1099.0,468.1,2063.8,144.8,1048.8,1162.3,1391.4,901.2,1194.5,342.2,263.9,2281.1,1233.9,929.8,794.1,1221.4,829.4,1257.6,1214.4,644.3,95.3,165.7,153.2,44.9,1985.8,738.2,707.6,1429.8,1773.3,2587.3
2338.4,177.7,2169.9,1702.0,1184.0,581.9,1969.1,2579.2,1239.2,0.0,2713.9,1117.8,1066.8,1077.8,1070.8,196.9,2264.5,1488.8,901.3,1129.8,994.6,21.1,964.1,927.5,2081.3,104.3,2690.5,1103.4,672.8,794.1,633.3,2553.2,1168.6,2545.3,1106.5,682.2,2571.5,2306.4,1057.7,1242.5,1143.4,955.6,42.3,1007.2,1064.2,996.3,903.0,975.0,934.0,319.4,1245.1,1175.6,2336.6,2292.7,1383.3,1685.2,1168.2,1898.1,2457.1,850.9,471.7,807.1,2349.5,1217.1,1190.7,1200.3,2509.2,2229.1,897.2,2323.2,198.4,782.9,1630.0,1206.8,651.1,1316.6,1161.6,423.1,201.2,1186.1,1199.1,1947.6,127.8,1287.8,621.9,174.1,710.1,934.2,524.8,692.8,1334.0,1099.6,1094.5,1264.5,2181.6,530.7,983.9,1287.8,1671.9,2427.8
